depth,threshold,feature,is_leaf,value
10,0.3456997126340866,0,False,[ 0.  8.  0.  0. 16.  4.  0.  2.  0.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0. 10.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[0. 8. 0. 0. 6. 4. 0. 2. 0. 0.]
8,0.45675013959407806,0,False,[ 0.  9.  6. 20.  7.  3.  0.  4. 24.  0.]
9,-0.051617756485939026,3,False,[ 0.  9.  6.  0.  5.  3.  0.  3. 17.  0.]
10,0.35830341279506683,0,False,[ 0.  0.  2.  0.  5.  3.  0.  1. 17.  0.]
11,-2.0,-2,True,[ 0.  0.  2.  0.  2.  3.  0.  0. 17.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 3. 0. 0. 1. 0. 0.]
10,0.5389404892921448,1,False,[0. 9. 4. 0. 0. 0. 0. 2. 0. 0.]
11,-2.0,-2,True,[0. 9. 0. 0. 0. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 4. 0. 0. 0. 0. 2. 0. 0.]
9,0.32940874993801117,1,False,[ 0.  0.  0. 20.  2.  0.  0.  1.  7.  0.]
10,-2.0,-2,True,[ 0.  0.  0. 20.  0.  0.  0.  0.  0.  0.]
10,0.4989762306213379,0,False,[0. 0. 0. 0. 2. 0. 0. 1. 7. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 2. 0. 0. 1. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 0. 7. 0.]
5,0.6678126156330109,0,False,[ 481.  272. 1529.  410.  714.  209. 2345.  837.  490.  596.]
6,0.48256199061870575,1,False,[ 345.  148.  883.  410.  375.  101. 1836.  387.  206.  261.]
7,0.262222021818161,1,False,[ 285.  121.  780.  410.  332.   84. 1185.  340.  193.  144.]
8,0.10541094467043877,1,False,[114.  34. 286.  55. 132.  19. 998. 133.  58.  33.]
9,0.6118742823600769,0,False,[50.  0. 18.  0. 15.  0.  0. 37.  0.  0.]
10,0.6106596291065216,0,False,[50.  0. 17.  0.  8.  0.  0. 17.  0.  0.]
11,-2.0,-2,True,[10.  0. 15.  0.  8.  0.  0. 15.  0.  0.]
11,-2.0,-2,True,[40.  0.  2.  0.  0.  0.  0.  2.  0.  0.]
10,-0.5874369442462921,3,False,[ 0.  0.  1.  0.  7.  0.  0. 20.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  1.  0.  4.  0.  0. 20.  0.  0.]
9,0.19530115276575089,1,False,[ 64.  34. 268.  55. 117.  19. 998.  96.  58.  33.]
10,0.14729340374469757,1,False,[ 59.  24. 186.   0.  79.  17. 378.  44.  38.   9.]
11,-2.0,-2,True,[ 18.   9.  50.   0.  46.   6. 311.   7.   8.   0.]
11,-2.0,-2,True,[ 41.  15. 136.   0.  33.  11.  67.  37.  30.   9.]
10,0.22544103115797043,1,False,[  5.  10.  82.  55.  38.   2. 620.  52.  20.  24.]
11,-2.0,-2,True,[  0.   2.  15.   0.  10.   0. 322.  14.   0.   0.]
11,-2.0,-2,True,[  5.   8.  67.  55.  28.   2. 298.  38.  20.  24.]
8,-0.4937572479248047,3,False,[171.  87. 494. 355. 200.  65. 187. 207. 135. 111.]
9,-0.8609291315078735,2,False,[ 76.  20.  80.   0.  65.   6. 130.  44.  41.   0.]
10,0.38730378448963165,1,False,[ 0.  0.  7.  0.  7.  0. 84.  0.  7.  0.]
11,-2.0,-2,True,[0. 0. 2. 0. 4. 0. 0. 0. 7. 0.]
11,-2.0,-2,True,[ 0.  0.  5.  0.  3.  0. 84.  0.  0.  0.]
10,0.667754203081131,0,False,[76. 20. 73.  0. 58.  6. 46. 44. 34.  0.]
11,-2.0,-2,True,[76. 20. 73.  0. 58.  6.  0. 44. 34.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0. 46.  0.  0.  0.]
9,0.31834952533245087,1,False,[ 95.  67. 414. 355. 135.  59.  57. 163.  94. 111.]
10,-0.9820892214775085,2,False,[ 0. 16. 40.  0. 11. 22.  0. 26. 10. 48.]
11,-2.0,-2,True,[ 0. 10. 13.  0.  4. 16.  0.  3.  5.  0.]
11,-2.0,-2,True,[ 0.  6. 27.  0.  7.  6.  0. 23.  5. 48.]
10,0.3296073377132416,1,False,[ 95.  51. 374. 355. 124.  37.  57. 137.  84.  63.]
11,-2.0,-2,True,[ 29.   1.  45. 166.  16.   7.  57.  11.  18.   0.]
11,-2.0,-2,True,[ 66.  50. 329. 189. 108.  30.   0. 126.  66.  63.]
7,-0.9986298084259033,2,False,[ 60.  27. 103.   0.  43.  17. 651.  47.  13. 117.]
8,0.5915203392505646,0,False,[  0.   0.   0.   0.   1.   5. 142.   0.   0.   0.]
9,-2.0,-2,True,[0. 0. 0. 0. 0. 5. 0. 0. 0. 0.]
9,0.48942244052886963,1,False,[  0.   0.   0.   0.   1.   0. 142.   0.   0.   0.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0. 71.  0.  0.  0.]
10,0.650915116071701,0,False,[ 0.  0.  0.  0.  1.  0. 71.  0.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0. 71.  0.  0.  0.]
8,-0.952342301607132,2,False,[ 60.  27. 103.   0.  42.  12. 509.  47.  13. 117.]
9,0.5904796421527863,1,False,[ 39.  11.  56.   0.  19.   8. 119.  19.   0. 103.]
10,-0.9710640907287598,2,False,[28. 11. 45.  0. 19.  8.  0. 17.  0. 46.]
11,-2.0,-2,True,[28.  9. 18.  0. 10.  2.  0.  6.  0. 46.]
11,-2.0,-2,True,[ 0.  2. 27.  0.  9.  6.  0. 11.  0.  0.]
10,0.5127776265144348,0,False,[ 11.   0.  11.   0.   0.   0. 119.   2.   0.  57.]
11,-2.0,-2,True,[  0.   0.   6.   0.   0.   0. 119.   2.   0.  38.]
11,-2.0,-2,True,[11.  0.  5.  0.  0.  0.  0.  0.  0. 19.]
9,0.5825672745704651,1,False,[ 21.  16.  47.   0.  23.   4. 390.  28.  13.  14.]
10,-0.40147311985492706,3,False,[ 17.  13.  33.   0.  19.   4. 197.  21.  13.  14.]
11,-2.0,-2,True,[ 12.  12.  24.   0.  17.   0. 197.   9.   0.  14.]
11,-2.0,-2,True,[ 5.  1.  9.  0.  2.  4.  0. 12. 13.  0.]
10,0.5245152115821838,0,False,[  4.   3.  14.   0.   4.   0. 193.   7.   0.   0.]
11,-2.0,-2,True,[  0.   3.   5.   0.   0.   0. 193.   7.   0.   0.]
11,-2.0,-2,True,[4. 0. 9. 0. 4. 0. 0. 0. 0. 0.]
6,-0.957449734210968,2,False,[136. 124. 646.   0. 339. 108. 509. 450. 284. 335.]
7,0.4095398783683777,1,False,[ 77.  77. 263.   0. 115.  59. 263. 157. 139. 276.]
8,0.7846108376979828,0,False,[ 77.  71. 258.   0. 111.  56. 167. 157. 139. 257.]
9,0.6721042692661285,0,False,[ 64.  38. 118.   0.  54.  23.   0.  53.  70. 174.]
10,-0.25534383952617645,3,False,[27.  7.  4.  0.  3.  0.  0.  7.  0.  0.]
11,-2.0,-2,True,[27.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[0. 7. 4. 0. 3. 0. 0. 7. 0. 0.]
10,-0.9946339726448059,2,False,[ 37.  31. 114.   0.  51.  23.   0.  46.  70. 174.]
11,-2.0,-2,True,[ 5.  7. 50.  0. 20.  0.  0.  7. 26. 16.]
11,-2.0,-2,True,[ 32.  24.  64.   0.  31.  23.   0.  39.  44. 158.]
9,0.22620433568954468,1,False,[ 13.  33. 140.   0.  57.  33. 167. 104.  69.  83.]
10,0.12082749605178833,1,False,[ 13.  25. 115.   0.  46.  23.  50.  93.  69.  49.]
11,-2.0,-2,True,[ 0.  6. 10.  0.  5.  4. 50.  5.  0.  0.]
11,-2.0,-2,True,[ 13.  19. 105.   0.  41.  19.   0.  88.  69.  49.]
10,-0.17128679901361465,3,False,[  0.   8.  25.   0.  11.  10. 117.  11.   0.  34.]
11,-2.0,-2,True,[  0.   3.  17.   0.  10.   2. 117.   3.   0.   0.]
11,-2.0,-2,True,[ 0.  5.  8.  0.  1.  8.  0.  8.  0. 34.]
8,-0.21348927915096283,3,False,[ 0.  6.  5.  0.  4.  3. 96.  0.  0. 19.]
9,0.44681739807128906,1,False,[ 0.  4.  0.  0.  1.  0. 96.  0.  0.  0.]
10,-0.25534383952617645,3,False,[ 0.  0.  0.  0.  1.  0. 96.  0.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0. 96.  0.  0.  0.]
10,-2.0,-2,True,[0. 4. 0. 0. 0. 0. 0. 0. 0. 0.]
9,0.7582796812057495,0,False,[ 0.  2.  5.  0.  3.  3.  0.  0.  0. 19.]
10,0.4204675257205963,1,False,[0. 2. 4. 0. 2. 3. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 2. 0. 0. 2. 3. 0. 0. 0. 0.]
10,-0.9871078729629517,2,False,[ 0.  0.  1.  0.  1.  0.  0.  0.  0. 19.]
11,-2.0,-2,True,[0. 0. 1. 0. 1. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 19.]
7,0.7337896525859833,0,False,[ 59.  47. 383.   0. 224.  49. 246. 293. 145.  59.]
8,-0.9353333115577698,2,False,[  0.  17. 151.   0.  65.   0.   0.  65.  77.  31.]
9,-0.3212577700614929,3,False,[ 0.  3. 46.  0.  8.  0.  0. 10.  0.  0.]
10,0.6738667786121368,0,False,[ 0.  0. 23.  0.  0.  0.  0.  4.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
11,-2.0,-2,True,[ 0.  0. 23.  0.  0.  0.  0.  2.  0.  0.]
10,0.6860503256320953,0,False,[ 0.  3. 23.  0.  8.  0.  0.  6.  0.  0.]
11,-2.0,-2,True,[ 0.  0. 16.  0.  0.  0.  0.  2.  0.  0.]
11,-2.0,-2,True,[0. 3. 7. 0. 8. 0. 0. 4. 0. 0.]
9,-0.8429103195667267,2,False,[  0.  14. 105.   0.  57.   0.   0.  55.  77.  31.]
10,0.6816855669021606,0,False,[ 0. 10. 90.  0. 27.  0.  0. 37. 64. 31.]
11,-2.0,-2,True,[ 0.  6. 23.  0. 14.  0.  0.  6. 41.  0.]
11,-2.0,-2,True,[ 0.  4. 67.  0. 13.  0.  0. 31. 23. 31.]
10,0.1423764005303383,1,False,[ 0.  4. 15.  0. 30.  0.  0. 18. 13.  0.]
11,-2.0,-2,True,[ 0.  0.  1.  0.  1.  0.  0.  0. 13.  0.]
11,-2.0,-2,True,[ 0.  4. 14.  0. 29.  0.  0. 18.  0.  0.]
8,0.734912633895874,0,False,[ 59.  30. 232.   0. 159.  49. 246. 228.  68.  28.]
9,-0.9150163233280182,2,False,[ 0.  0.  0.  0.  0.  0. 65.  7.  0.  0.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0. 65.  0.  0.  0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 7. 0. 0.]
9,-0.8238925039768219,2,False,[ 59.  30. 232.   0. 159.  49. 181. 221.  68.  28.]
10,-0.4327595680952072,3,False,[ 36.  26. 183.   0. 105.  43.  48. 146.  49.  11.]
11,-2.0,-2,True,[25.  9. 72.  0. 56. 37. 48. 65. 21.  0.]
11,-2.0,-2,True,[ 11.  17. 111.   0.  49.   6.   0.  81.  28.  11.]
10,-0.570237010717392,3,False,[ 23.   4.  49.   0.  54.   6. 133.  75.  19.  17.]
11,-2.0,-2,True,[ 23.   4.  49.   0.  54.   3. 133.  47.  19.  17.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  3.  0. 28.  0.  0.]
3,-0.6870273351669312,3,False,[ 110.   38.   42. 1046.  120.   27.    0.   83.   43.   24.]
4,0.4906827211380005,0,False,[ 32.   3.   8. 495.  42.   2.   0.  35.  24.   0.]
5,-0.8063604533672333,3,False,[ 32.   1.   4. 495.  21.   2.   0.   4.  10.   0.]
6,0.3439158648252487,0,False,[ 32.   0.   0. 309.  19.   0.   0.   4.  10.   0.]
7,0.6776228547096252,1,False,[32.  0.  0.  0.  6.  0.  0.  0.  0.  0.]
8,0.1921156719326973,0,False,[32.  0.  0.  0.  2.  0.  0.  0.  0.  0.]
9,-2.0,-2,True,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
9,-2.0,-2,True,[32.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
8,-2.0,-2,True,[0. 0. 0. 0. 4. 0. 0. 0. 0. 0.]
7,0.7337508201599121,1,False,[  0.   0.   0. 309.  13.   0.   0.   4.  10.   0.]
8,-0.05566655658185482,2,False,[  0.   0.   0. 309.  10.   0.   0.   1.   0.   0.]
9,0.4706011414527893,0,False,[  0.   0.   0. 309.  10.   0.   0.   0.   0.   0.]
10,0.7198644876480103,1,False,[  0.   0.   0. 269.   6.   0.   0.   0.   0.   0.]
11,-2.0,-2,True,[  0.   0.   0. 269.   4.   0.   0.   0.   0.   0.]
11,-2.0,-2,True,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
10,0.6966468095779419,1,False,[ 0.  0.  0. 40.  4.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 4. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0. 40.  0.  0.  0.  0.  0.  0.]
9,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
8,0.4050270915031433,0,False,[ 0.  0.  0.  0.  3.  0.  0.  3. 10.  0.]
9,-0.463469535112381,2,False,[0. 0. 0. 0. 3. 0. 0. 2. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
9,0.4434840530157089,0,False,[ 0.  0.  0.  0.  0.  0.  0.  1. 10.  0.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 10.  0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
6,-0.6118637323379517,2,False,[  0.   1.   4. 186.   2.   2.   0.   0.   0.   0.]
7,-0.7747692167758942,3,False,[  0.   1.   4. 100.   2.   2.   0.   0.   0.   0.]
8,-2.0,-2,True,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
8,-0.6838180720806122,2,False,[  0.   0.   4. 100.   2.   2.   0.   0.   0.   0.]
9,0.4474397897720337,0,False,[ 0.  0.  0. 48.  0.  2.  0.  0.  0.  0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 2. 0. 0. 0. 0.]
10,-2.0,-2,True,[ 0.  0.  0. 48.  0.  0.  0.  0.  0.  0.]
9,0.48018795251846313,0,False,[ 0.  0.  4. 52.  2.  0.  0.  0.  0.  0.]
10,0.7276602983474731,1,False,[ 0.  0.  0. 52.  2.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[ 0.  0.  0. 52.  0.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
7,-2.0,-2,True,[ 0.  0.  0. 86.  0.  0.  0.  0.  0.  0.]
5,0.6020435392856598,0,False,[ 0.  2.  4.  0. 21.  0.  0. 31. 14.  0.]
6,0.673831582069397,1,False,[ 0.  2.  0.  0. 19.  0.  0. 14.  0.  0.]
7,0.5325618386268616,0,False,[ 0.  2.  0.  0.  7.  0.  0. 12.  0.  0.]
8,0.6398182809352875,1,False,[ 0.  0.  0.  0.  4.  0.  0. 12.  0.  0.]
9,0.6197762191295624,1,False,[0. 0. 0. 0. 4. 0. 0. 4. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
10,-0.5081071108579636,2,False,[0. 0. 0. 0. 4. 0. 0. 1. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
9,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 8. 0. 0.]
8,0.5452297329902649,0,False,[0. 2. 0. 0. 3. 0. 0. 0. 0. 0.]
9,-2.0,-2,True,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
9,-2.0,-2,True,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
7,-0.28947366029024124,2,False,[ 0.  0.  0.  0. 12.  0.  0.  2.  0.  0.]
8,-2.0,-2,True,[0. 0. 0. 0. 9. 0. 0. 0. 0. 0.]
8,0.7258208096027374,1,False,[0. 0. 0. 0. 3. 0. 0. 2. 0. 0.]
9,-2.0,-2,True,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
9,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
6,0.7174538373947144,1,False,[ 0.  0.  4.  0.  2.  0.  0. 17. 14.  0.]
7,0.6053652763366699,0,False,[ 0.  0.  0.  0.  0.  0.  0.  1. 14.  0.]
8,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 14.  0.]
8,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7,-0.8482751250267029,3,False,[ 0.  0.  4.  0.  2.  0.  0. 16.  0.  0.]
8,-0.9392238259315491,3,False,[0. 0. 4. 0. 2. 0. 0. 1. 0. 0.]
9,0.04731963574886322,2,False,[0. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
9,0.743551105260849,1,False,[0. 0. 4. 0. 1. 0. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
8,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0. 15.  0.  0.]
4,-0.622023731470108,3,False,[ 78.  35.  34. 551.  78.  25.   0.  48.  19.  24.]
5,-0.7665452361106873,2,False,[37.  0.  0.  0.  5.  0.  0.  1.  8.  0.]
6,0.6486917734146118,1,False,[11.  0.  0.  0.  4.  0.  0.  0.  8.  0.]
7,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 0. 8. 0.]
7,0.6692532896995544,1,False,[11.  0.  0.  0.  4.  0.  0.  0.  0.  0.]
8,-2.0,-2,True,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
8,-2.0,-2,True,[0. 0. 0. 0. 4. 0. 0. 0. 0. 0.]
6,-0.7382990121841431,2,False,[26.  0.  0.  0.  1.  0.  0.  1.  0.  0.]
7,-2.0,-2,True,[26.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
7,0.6807333827018738,1,False,[0. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
8,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
8,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
5,-0.10309787839651108,3,False,[ 41.  35.  34. 551.  73.  25.   0.  47.  11.  24.]
6,0.5546838939189911,0,False,[ 41.  27.  34. 476.  64.  13.   0.  41.   0.   0.]
7,0.2950292378664017,0,False,[ 28.  20.  17. 476.  40.   8.   0.  22.   0.   0.]
8,0.15752432495355606,0,False,[19.  1.  0.  0. 11.  3.  0.  2.  0.  0.]
9,-2.0,-2,True,[19.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
9,-0.985183596611023,2,False,[ 0.  1.  0.  0. 11.  3.  0.  2.  0.  0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 3. 0. 0. 0. 0.]
10,0.28728732466697693,0,False,[ 0.  1.  0.  0. 11.  0.  0.  2.  0.  0.]
11,-2.0,-2,True,[ 0.  1.  0.  0. 11.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
8,0.7210648953914642,1,False,[  9.  19.  17. 476.  29.   5.   0.  20.   0.   0.]
9,-0.793542206287384,2,False,[  0.  13.  11. 476.  13.   5.   0.   4.   0.   0.]
10,0.6440416574478149,1,False,[  0.  13.   7. 476.  13.   5.   0.   4.   0.   0.]
11,-2.0,-2,True,[ 0.  8.  7. 60.  7.  0.  0.  4.  0.  0.]
11,-2.0,-2,True,[  0.   5.   0. 416.   6.   5.   0.   0.   0.   0.]
10,-2.0,-2,True,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
9,0.7246188521385193,1,False,[ 9.  6.  6.  0. 16.  0.  0. 16.  0.  0.]
10,-0.16258995980024338,3,False,[9. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.7254231870174408,1,False,[ 0.  6.  6.  0. 13.  0.  0. 16.  0.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0. 12.  0.  0.]
11,-2.0,-2,True,[ 0.  6.  6.  0. 13.  0.  0.  4.  0.  0.]
7,0.6163730621337891,0,False,[13.  7. 17.  0. 24.  5.  0. 19.  0.  0.]
8,0.6084688007831573,0,False,[ 0.  7. 17.  0. 22.  5.  0. 19.  0.  0.]
9,0.7012248933315277,1,False,[ 0.  7. 15.  0.  9.  3.  0. 19.  0.  0.]
10,-0.18816396594047546,3,False,[0. 6. 9. 0. 9. 0. 0. 1. 0. 0.]
11,-2.0,-2,True,[0. 0. 5. 0. 9. 0. 0. 1. 0. 0.]
11,-2.0,-2,True,[0. 6. 4. 0. 0. 0. 0. 0. 0. 0.]
10,0.595631867647171,0,False,[ 0.  1.  6.  0.  0.  3.  0. 18.  0.  0.]
11,-2.0,-2,True,[ 0.  1.  0.  0.  0.  0.  0. 14.  0.  0.]
11,-2.0,-2,True,[0. 0. 6. 0. 0. 3. 0. 4. 0. 0.]
9,-0.3108366131782532,3,False,[ 0.  0.  2.  0. 13.  2.  0.  0.  0.  0.]
10,-0.5009447932243347,3,False,[0. 0. 2. 0. 7. 2. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 5. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 2. 0. 2. 2. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 6. 0. 0. 0. 0. 0.]
8,0.6209536790847778,0,False,[13.  0.  0.  0.  2.  0.  0.  0.  0.  0.]
9,-2.0,-2,True,[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
9,-2.0,-2,True,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
6,0.446705624461174,0,False,[ 0.  8.  0. 75.  9. 12.  0.  6. 11. 24.]
7,-0.051617756485939026,3,False,[ 0.  3.  0. 75.  3.  1.  0.  1.  0. 24.]
8,0.40160611271858215,0,False,[ 0.  0.  0. 37.  3.  1.  0.  1.  0. 24.]
9,-0.9968534409999847,2,False,[ 0.  0.  0. 37.  3.  0.  0.  1.  0.  0.]
10,-2.0,-2,True,[ 0.  0.  0. 37.  2.  0.  0.  0.  0.  0.]
10,0.7221628725528717,1,False,[0. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
9,0.43025627732276917,0,False,[ 0.  0.  0.  0.  0.  1.  0.  0.  0. 24.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 24.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
8,0.7223478853702545,1,False,[ 0.  3.  0. 38.  0.  0.  0.  0.  0.  0.]
9,-2.0,-2,True,[ 0.  0.  0. 38.  0.  0.  0.  0.  0.  0.]
9,-2.0,-2,True,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
7,0.7365943491458893,1,False,[ 0.  5.  0.  0.  6. 11.  0.  5. 11.  0.]
8,0.6959369778633118,1,False,[ 0.  5.  0.  0.  5. 11.  0.  5.  0.  0.]
9,0.5356176197528839,0,False,[0. 4. 0. 0. 0. 0. 0. 5. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 5. 0. 0.]
10,-2.0,-2,True,[0. 4. 0. 0. 0. 0. 0. 0. 0. 0.]
